34.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
01:32:46.0 (85494)|EXECUTION_STARTED
01:32:46.0 (116625)|CODE_UNIT_STARTED|[EXTERNAL]|066170000009I6f|VF: /apex/VisualQCProcess
01:32:46.0 (3135646)|CODE_UNIT_STARTED|[EXTERNAL]|01p17000000F7aR|VisualQCControllerExtension <init>
01:32:46.0 (3152810)|SYSTEM_MODE_ENTER|true
01:32:46.0 (3487401)|HEAP_ALLOCATE|[72]|Bytes:3
01:32:46.0 (3546843)|HEAP_ALLOCATE|[77]|Bytes:152
01:32:46.0 (3566233)|HEAP_ALLOCATE|[342]|Bytes:408
01:32:46.0 (3586795)|HEAP_ALLOCATE|[355]|Bytes:408
01:32:46.0 (3606687)|HEAP_ALLOCATE|[467]|Bytes:48
01:32:46.0 (3645354)|HEAP_ALLOCATE|[139]|Bytes:6
01:32:46.0 (3809541)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:11
01:32:46.0 (3815995)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:440
01:32:46.0 (3818968)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:85
01:32:46.0 (3822018)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:22
01:32:46.0 (3834767)|METHOD_ENTRY|[12]|01p17000000F7aR|VisualQCControllerExtension.VisualQCControllerExtension()
01:32:46.0 (3838416)|STATEMENT_EXECUTE|[12]
01:32:46.0 (3844796)|STATEMENT_EXECUTE|[12]
01:32:46.0 (3881222)|HEAP_ALLOCATE|[50]|Bytes:5
01:32:46.0 (3905878)|HEAP_ALLOCATE|[56]|Bytes:5
01:32:46.0 (3914171)|HEAP_ALLOCATE|[64]|Bytes:7
01:32:46.0 (3939932)|SYSTEM_MODE_ENTER|false
01:32:46.0 (3959618)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
01:32:46.0 (3964136)|STATEMENT_EXECUTE|[237]
01:32:46.0 (3976066)|SYSTEM_MODE_EXIT|false
01:32:46.0 (3986938)|METHOD_EXIT|[12]|VisualQCControllerExtension
01:32:46.0 (3994013)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:68
01:32:46.0 (4004919)|VARIABLE_SCOPE_BEGIN|[35]|this|VisualQCControllerExtension|true|false
01:32:46.0 (4090033)|VARIABLE_ASSIGNMENT|[35]|this|{}|0x48b59e39
01:32:46.0 (4103768)|SYSTEM_MODE_ENTER|false
01:32:46.0 (4121226)|HEAP_ALLOCATE|[36]|Bytes:5
01:32:46.0 (4127007)|STATEMENT_EXECUTE|[12]
01:32:46.0 (4132932)|HEAP_ALLOCATE|[36]|Bytes:5
01:32:46.0 (4135593)|STATEMENT_EXECUTE|[14]
01:32:46.0 (4137601)|STATEMENT_EXECUTE|[15]
01:32:46.0 (4138663)|STATEMENT_EXECUTE|[16]
01:32:46.0 (4139807)|STATEMENT_EXECUTE|[17]
01:32:46.0 (4140772)|STATEMENT_EXECUTE|[18]
01:32:46.0 (4141844)|STATEMENT_EXECUTE|[19]
01:32:46.0 (4142853)|STATEMENT_EXECUTE|[20]
01:32:46.0 (4143849)|STATEMENT_EXECUTE|[22]
01:32:46.0 (4145043)|STATEMENT_EXECUTE|[23]
01:32:46.0 (4146131)|STATEMENT_EXECUTE|[24]
01:32:46.0 (4147202)|STATEMENT_EXECUTE|[25]
01:32:46.0 (4148380)|STATEMENT_EXECUTE|[26]
01:32:46.0 (4149351)|STATEMENT_EXECUTE|[28]
01:32:46.0 (4150347)|STATEMENT_EXECUTE|[29]
01:32:46.0 (4151464)|STATEMENT_EXECUTE|[31]
01:32:46.0 (4152419)|STATEMENT_EXECUTE|[32]
01:32:46.0 (4162688)|HEAP_ALLOCATE|[36]|Bytes:6
01:32:46.0 (4185387)|STATEMENT_EXECUTE|[35]
01:32:46.0 (4187216)|STATEMENT_EXECUTE|[36]
01:32:46.0 (4474264)|HEAP_ALLOCATE|[36]|Bytes:4
01:32:46.0 (4718519)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{}|0x48b59e39
01:32:46.0 (4767519)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
01:32:46.0 (4803222)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|{"s":1,"v":[]}|0x15b6a5bb
01:32:46.0 (4841166)|VARIABLE_ASSIGNMENT|[31]|this.scanHistoryList|{"s":1,"v":[]}|0x48b59e39
01:32:46.0 (4856667)|STATEMENT_EXECUTE|[37]
01:32:46.0 (4898521)|HEAP_ALLOCATE|[37]|Bytes:4
01:32:46.0 (5067827)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"scanHistoryList":"0x15b6a5bb"}|0x48b59e39
01:32:46.0 (5078438)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
01:32:46.0 (5098492)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|{"s":1,"v":[]}|0x239bd39a
01:32:46.0 (5125320)|VARIABLE_ASSIGNMENT|[32]|this.failReviewItems|{"s":1,"v":[]}|0x48b59e39
01:32:46.0 (5137993)|STATEMENT_EXECUTE|[38]
01:32:46.0 (5242644)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"failReviewItems":"0x239bd39a","scanHistoryList":"0x15b6a5bb"}|0x48b59e39
01:32:46.0 (5258454)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|true
01:32:46.0 (5266481)|HEAP_ALLOCATE|[22]|Bytes:5
01:32:46.0 (5285244)|VARIABLE_ASSIGNMENT|[22]|this.kitFound|true|0x48b59e39
01:32:46.0 (5297268)|STATEMENT_EXECUTE|[39]
01:32:46.0 (5396655)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"failReviewItems":"0x239bd39a","kitFound":true,"scanHistoryList":"0x15b6a5bb"}|0x48b59e39
01:32:46.0 (5411334)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|false
01:32:46.0 (5419098)|HEAP_ALLOCATE|[23]|Bytes:5
01:32:46.0 (5438199)|VARIABLE_ASSIGNMENT|[23]|this.contactFound|false|0x48b59e39
01:32:46.0 (5450924)|STATEMENT_EXECUTE|[40]
01:32:46.0 (5546419)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"contactFound":false,"failReviewItems":"0x239bd39a","kitFound":true,"scanHistoryList":"0x15b6a5bb"}|0x48b59e39
01:32:46.0 (5560734)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|true
01:32:46.0 (5568516)|HEAP_ALLOCATE|[24]|Bytes:5
01:32:46.0 (5588142)|VARIABLE_ASSIGNMENT|[24]|this.initialLoading|true|0x48b59e39
01:32:46.0 (5601648)|STATEMENT_EXECUTE|[41]
01:32:46.0 (5697529)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"contactFound":false,"failReviewItems":"0x239bd39a","initialLoading":true,"kitFound":true,"scanHistoryList":"0x15b6a5bb"}|0x48b59e39
01:32:46.0 (5714266)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|false
01:32:46.0 (5723463)|HEAP_ALLOCATE|[25]|Bytes:5
01:32:46.0 (5744810)|VARIABLE_ASSIGNMENT|[25]|this.selectAll|false|0x48b59e39
01:32:46.0 (5755589)|STATEMENT_EXECUTE|[42]
01:32:46.0 (5851711)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"contactFound":false,"failReviewItems":"0x239bd39a","initialLoading":true,"kitFound":true,"scanHistoryList":"0x15b6a5bb","selectAll":false}|0x48b59e39
01:32:46.0 (5867964)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|false
01:32:46.0 (5876222)|HEAP_ALLOCATE|[26]|Bytes:5
01:32:46.0 (5893470)|VARIABLE_ASSIGNMENT|[26]|this.managerAccess|false|0x48b59e39
01:32:46.0 (5904861)|STATEMENT_EXECUTE|[43]
01:32:46.0 (5910192)|HEAP_ALLOCATE|[43]|Bytes:4
01:32:46.0 (6012297)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"contactFound":false,"failReviewItems":"0x239bd39a","initialLoading":true,"kitFound":true,"managerAccess":false,"scanHistoryList":"0x15b6a5bb","selectAll":false}|0x48b59e39
01:32:46.0 (6026672)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|"pass"
01:32:46.0 (6046893)|VARIABLE_ASSIGNMENT|[15]|this.mode|"pass"|0x48b59e39
01:32:46.0 (6057862)|STATEMENT_EXECUTE|[44]
01:32:46.0 (6063078)|HEAP_ALLOCATE|[44]|Bytes:10
01:32:46.0 (6162476)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"contactFound":false,"failReviewItems":"0x239bd39a","initialLoading":true,"kitFound":true,"managerAccess":false,"mode":"pass","scanHistoryList":"0x15b6a5bb","selectAll":false}|0x48b59e39
01:32:46.0 (6176139)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|"Low Volume"
01:32:46.0 (6195481)|VARIABLE_ASSIGNMENT|[16]|this.failureReason|"Low Volume"|0x48b59e39
01:32:46.0 (6206681)|STATEMENT_EXECUTE|[45]
01:32:46.0 (6299643)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"contactFound":false,"failReviewItems":"0x239bd39a","failureReason":"Low Volume","initialLoading":true,"kitFound":true,"managerAccess":false,"mode":"pass","scanHistoryList":"0x15b6a5bb","selectAll":false}|0x48b59e39
01:32:46.0 (6309546)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|"Low Volume"
01:32:46.0 (6322346)|VARIABLE_ASSIGNMENT|[17]|this.changeReason|"Low Volume"|0x48b59e39
01:32:46.0 (6329913)|STATEMENT_EXECUTE|[46]
01:32:46.0 (6400763)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"changeReason":"Low Volume","contactFound":false,"failReviewItems":"0x239bd39a","failureReason":"Low Volume","initialLoading":true,"kitFound":true,"managerAccess":false,"mode":"pass","scanHistoryList":"0x15b6a5bb","selectAll":false}|0x48b59e39
01:32:46.0 (6411187)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|0
01:32:46.0 (6415359)|HEAP_ALLOCATE|[29]|Bytes:4
01:32:46.0 (6426281)|VARIABLE_ASSIGNMENT|[29]|this.currentValue|0|0x48b59e39
01:32:46.0 (6433535)|STATEMENT_EXECUTE|[47]
01:32:46.0 (6500699)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"changeReason":"Low Volume","contactFound":false,"currentValue":0,"failReviewItems":"0x239bd39a","failureReason":"Low Volume","initialLoading":true,"kitFound":true,"managerAccess":false,"mode":"pass","scanHistoryList":"0x15b6a5bb","selectAll":false}|0x48b59e39
01:32:46.0 (6509354)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|0
01:32:46.0 (6513471)|HEAP_ALLOCATE|[28]|Bytes:4
01:32:46.0 (6523882)|VARIABLE_ASSIGNMENT|[28]|this.cycleMaximum|0|0x48b59e39
01:32:46.0 (6531042)|STATEMENT_EXECUTE|[48]
01:32:46.0 (6543030)|METHOD_ENTRY|[48]|01p17000000F7aR|VisualQCControllerExtension.accessManagerView()
01:32:46.0 (6565377)|VARIABLE_SCOPE_BEGIN|[204]|this|VisualQCControllerExtension|true|false
01:32:46.0 (6609068)|VARIABLE_ASSIGNMENT|[204]|this|{"changeReason":"Low Volume","contactFound":false,"currentValue":0,"cycleMaximum":0,"failReviewItems":"0x239bd39a","failureReason":"Low Volume","initialLoading":true,"kitFound":true,"managerAccess":false,"mode":"pass","scanHistoryList":"0x15b6a5bb","selectAll":false}|0x48b59e39
01:32:46.0 (6624651)|HEAP_ALLOCATE|[206]|Bytes:5
01:32:46.0 (6628910)|STATEMENT_EXECUTE|[204]
01:32:46.0 (6630532)|STATEMENT_EXECUTE|[206]
01:32:46.0 (7742398)|HEAP_ALLOCATE|[206]|Bytes:40
01:32:46.0 (7762509)|VARIABLE_SCOPE_BEGIN|[206]|pid|Set_Profile_ID__c|true|false
