34.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
01:35:55.0 (540338)|EXECUTION_STARTED
01:35:55.0 (587762)|CODE_UNIT_STARTED|[EXTERNAL]|066170000009I6f|VF: /apex/VisualQCProcess
01:35:55.0 (3262145)|CODE_UNIT_STARTED|[EXTERNAL]|01p17000000F7aR|VisualQCControllerExtension <init>
01:35:55.0 (3280241)|SYSTEM_MODE_ENTER|true
01:35:55.0 (3831471)|HEAP_ALLOCATE|[72]|Bytes:3
01:35:55.0 (3887355)|HEAP_ALLOCATE|[77]|Bytes:152
01:35:55.0 (3906573)|HEAP_ALLOCATE|[342]|Bytes:408
01:35:55.0 (3925089)|HEAP_ALLOCATE|[355]|Bytes:408
01:35:55.0 (3942299)|HEAP_ALLOCATE|[467]|Bytes:48
01:35:55.0 (3980801)|HEAP_ALLOCATE|[139]|Bytes:6
01:35:55.0 (4138067)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:11
01:35:55.0 (4146555)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:440
01:35:55.0 (4149782)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:85
01:35:55.0 (4153172)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:22
01:35:55.0 (4168769)|METHOD_ENTRY|[12]|01p17000000F7aR|VisualQCControllerExtension.VisualQCControllerExtension()
01:35:55.0 (4174115)|STATEMENT_EXECUTE|[12]
01:35:55.0 (4181946)|STATEMENT_EXECUTE|[12]
01:35:55.0 (4219384)|HEAP_ALLOCATE|[50]|Bytes:5
01:35:55.0 (4245496)|HEAP_ALLOCATE|[56]|Bytes:5
01:35:55.0 (4254782)|HEAP_ALLOCATE|[64]|Bytes:7
01:35:55.0 (4280742)|SYSTEM_MODE_ENTER|false
01:35:55.0 (4300884)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
01:35:55.0 (4305923)|STATEMENT_EXECUTE|[237]
01:35:55.0 (4312414)|SYSTEM_MODE_EXIT|false
01:35:55.0 (4324973)|METHOD_EXIT|[12]|VisualQCControllerExtension
01:35:55.0 (4335570)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:68
01:35:55.0 (4345763)|VARIABLE_SCOPE_BEGIN|[35]|this|VisualQCControllerExtension|true|false
01:35:55.0 (4423816)|VARIABLE_ASSIGNMENT|[35]|this|{}|0x7f8644d9
01:35:55.0 (4437188)|SYSTEM_MODE_ENTER|false
01:35:55.0 (4442578)|HEAP_ALLOCATE|[36]|Bytes:5
01:35:55.0 (4446163)|STATEMENT_EXECUTE|[12]
01:35:55.0 (4448780)|HEAP_ALLOCATE|[36]|Bytes:5
01:35:55.0 (4450663)|STATEMENT_EXECUTE|[14]
01:35:55.0 (4452982)|STATEMENT_EXECUTE|[15]
01:35:55.0 (4454109)|STATEMENT_EXECUTE|[16]
01:35:55.0 (4455423)|STATEMENT_EXECUTE|[17]
01:35:55.0 (4456489)|STATEMENT_EXECUTE|[18]
01:35:55.0 (4457416)|STATEMENT_EXECUTE|[19]
01:35:55.0 (4458408)|STATEMENT_EXECUTE|[20]
01:35:55.0 (4459500)|STATEMENT_EXECUTE|[22]
01:35:55.0 (4460623)|STATEMENT_EXECUTE|[23]
01:35:55.0 (4461664)|STATEMENT_EXECUTE|[24]
01:35:55.0 (4462588)|STATEMENT_EXECUTE|[25]
01:35:55.0 (4463577)|STATEMENT_EXECUTE|[26]
01:35:55.0 (4464529)|STATEMENT_EXECUTE|[28]
01:35:55.0 (4465522)|STATEMENT_EXECUTE|[29]
01:35:55.0 (4466576)|STATEMENT_EXECUTE|[31]
01:35:55.0 (4467503)|STATEMENT_EXECUTE|[32]
01:35:55.0 (4477226)|HEAP_ALLOCATE|[36]|Bytes:6
01:35:55.0 (4501011)|STATEMENT_EXECUTE|[35]
01:35:55.0 (4503007)|STATEMENT_EXECUTE|[36]
01:35:55.0 (4732471)|HEAP_ALLOCATE|[36]|Bytes:4
01:35:55.0 (4889261)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{}|0x7f8644d9
01:35:55.0 (4923160)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
01:35:55.0 (4949007)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|{"s":1,"v":[]}|0x414f4c7f
01:35:55.0 (4969035)|VARIABLE_ASSIGNMENT|[31]|this.scanHistoryList|{"s":1,"v":[]}|0x7f8644d9
01:35:55.0 (4978808)|STATEMENT_EXECUTE|[37]
01:35:55.0 (5013640)|HEAP_ALLOCATE|[37]|Bytes:4
01:35:55.0 (5121024)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"scanHistoryList":"0x414f4c7f"}|0x7f8644d9
01:35:55.0 (5127796)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
01:35:55.0 (5139528)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|{"s":1,"v":[]}|0x77403863
01:35:55.0 (5153954)|VARIABLE_ASSIGNMENT|[32]|this.failReviewItems|{"s":1,"v":[]}|0x7f8644d9
01:35:55.0 (5161963)|STATEMENT_EXECUTE|[38]
01:35:55.0 (5229643)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"failReviewItems":"0x77403863","scanHistoryList":"0x414f4c7f"}|0x7f8644d9
01:35:55.0 (5238832)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|true
01:35:55.0 (5245283)|HEAP_ALLOCATE|[22]|Bytes:5
01:35:55.0 (5253482)|VARIABLE_ASSIGNMENT|[22]|this.kitFound|true|0x7f8644d9
01:35:55.0 (5261124)|STATEMENT_EXECUTE|[39]
01:35:55.0 (5324734)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"failReviewItems":"0x77403863","kitFound":true,"scanHistoryList":"0x414f4c7f"}|0x7f8644d9
01:35:55.0 (5332775)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|false
01:35:55.0 (5338884)|HEAP_ALLOCATE|[23]|Bytes:5
01:35:55.0 (5346603)|VARIABLE_ASSIGNMENT|[23]|this.contactFound|false|0x7f8644d9
01:35:55.0 (5378044)|STATEMENT_EXECUTE|[40]
01:35:55.0 (5457177)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"contactFound":false,"failReviewItems":"0x77403863","kitFound":true,"scanHistoryList":"0x414f4c7f"}|0x7f8644d9
01:35:55.0 (5465357)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|true
01:35:55.0 (5471653)|HEAP_ALLOCATE|[24]|Bytes:5
01:35:55.0 (5479669)|VARIABLE_ASSIGNMENT|[24]|this.initialLoading|true|0x7f8644d9
01:35:55.0 (5487714)|STATEMENT_EXECUTE|[41]
