34.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
01:31:03.0 (561568)|EXECUTION_STARTED
01:31:03.0 (598487)|CODE_UNIT_STARTED|[EXTERNAL]|066170000009I6f|VF: /apex/VisualQCProcess
01:31:03.0 (3285450)|CODE_UNIT_STARTED|[EXTERNAL]|01p17000000F7aR|VisualQCControllerExtension <init>
01:31:03.0 (3310784)|SYSTEM_MODE_ENTER|true
01:31:03.0 (3921251)|HEAP_ALLOCATE|[72]|Bytes:3
01:31:03.0 (3970785)|HEAP_ALLOCATE|[77]|Bytes:152
01:31:03.0 (3991309)|HEAP_ALLOCATE|[342]|Bytes:408
01:31:03.0 (4012159)|HEAP_ALLOCATE|[355]|Bytes:408
01:31:03.0 (4032344)|HEAP_ALLOCATE|[467]|Bytes:48
01:31:03.0 (4073132)|HEAP_ALLOCATE|[139]|Bytes:6
01:31:03.0 (4233084)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:11
01:31:03.0 (4243079)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:440
01:31:03.0 (4248006)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:85
01:31:03.0 (4253109)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:22
01:31:03.0 (4268265)|METHOD_ENTRY|[12]|01p17000000F7aR|VisualQCControllerExtension.VisualQCControllerExtension()
01:31:03.0 (4274479)|STATEMENT_EXECUTE|[12]
01:31:03.0 (4285080)|STATEMENT_EXECUTE|[12]
01:31:03.0 (4320579)|HEAP_ALLOCATE|[50]|Bytes:5
01:31:03.0 (4346026)|HEAP_ALLOCATE|[56]|Bytes:5
01:31:03.0 (4358556)|HEAP_ALLOCATE|[64]|Bytes:7
01:31:03.0 (4385808)|SYSTEM_MODE_ENTER|false
01:31:03.0 (4404668)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
01:31:03.0 (4411310)|STATEMENT_EXECUTE|[237]
01:31:03.0 (4420483)|SYSTEM_MODE_EXIT|false
01:31:03.0 (4434048)|METHOD_EXIT|[12]|VisualQCControllerExtension
