36.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
08:32:54.0 (547092)|EXECUTION_STARTED
08:32:54.0 (576287)|CODE_UNIT_STARTED|[EXTERNAL]|06636000000wjHD|VF: /apex/EmployeeForm
08:32:54.0 (596588)|CODE_UNIT_STARTED|[EXTERNAL]|VF Controller Save
08:32:54.0 (645145)|CODE_UNIT_FINISHED|VF Controller Save
08:32:54.11 (11000285)|SYSTEM_MODE_ENTER|true
08:32:54.11 (11133148)|HEAP_ALLOCATE|[72]|Bytes:3
08:32:54.11 (11186375)|HEAP_ALLOCATE|[77]|Bytes:152
08:32:54.11 (11206737)|HEAP_ALLOCATE|[342]|Bytes:408
08:32:54.11 (11225867)|HEAP_ALLOCATE|[355]|Bytes:408
08:32:54.11 (11244194)|HEAP_ALLOCATE|[467]|Bytes:48
08:32:54.0 (13838724)|STATEMENT_EXECUTE|[50]
08:32:54.0 (13852737)|SYSTEM_MODE_ENTER|false
08:32:54.0 (13858496)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
08:32:54.0 (13865477)|SYSTEM_MODE_EXIT|false
08:32:54.0 (13875759)|METHOD_EXIT|[50]|EmployeeController
08:32:54.0 (13980439)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:32
08:32:54.0 (13999390)|VARIABLE_SCOPE_BEGIN|[62]|this|EmployeeController|true|false
08:32:54.0 (14076131)|VARIABLE_ASSIGNMENT|[62]|this|{}|0x590daf76
08:32:54.0 (14084403)|VARIABLE_SCOPE_BEGIN|[62]|stdController|ApexPages.StandardController|true|false
08:32:54.0 (14200972)|VARIABLE_ASSIGNMENT|[62]|stdController|"StandardController [null]"|0x370e92ed
08:32:54.0 (14216137)|SYSTEM_MODE_ENTER|false
08:32:54.0 (14221719)|HEAP_ALLOCATE|[54]|Bytes:5
08:32:54.0 (14225926)|STATEMENT_EXECUTE|[50]
08:32:54.0 (14229115)|HEAP_ALLOCATE|[54]|Bytes:5
08:32:54.0 (14231049)|STATEMENT_EXECUTE|[53]
08:32:54.0 (14232729)|STATEMENT_EXECUTE|[54]
08:32:54.0 (14238696)|HEAP_ALLOCATE|[54]|Bytes:4
08:32:54.0 (14250477)|VARIABLE_ASSIGNMENT|[54]|this.OffsetSize|0|0x590daf76
08:32:54.0 (14253117)|STATEMENT_EXECUTE|[55]
08:32:54.0 (14256416)|HEAP_ALLOCATE|[55]|Bytes:4
08:32:54.0 (14262115)|VARIABLE_ASSIGNMENT|[55]|this.QueryLimit|5|0x590daf76
