36.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
06:19:11.0 (74375)|EXECUTION_STARTED
06:19:11.0 (118629)|CODE_UNIT_STARTED|[EXTERNAL]|aura
06:19:11.0 (595837)|HEAP_ALLOCATE|[72]|Bytes:3
06:19:11.0 (672884)|HEAP_ALLOCATE|[77]|Bytes:152
06:19:11.0 (702562)|HEAP_ALLOCATE|[342]|Bytes:408
06:19:11.0 (729642)|HEAP_ALLOCATE|[355]|Bytes:408
06:19:11.0 (754987)|HEAP_ALLOCATE|[467]|Bytes:48
06:19:11.0 (818123)|HEAP_ALLOCATE|[139]|Bytes:6
06:19:11.0 (863872)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:7
06:19:11.0 (883343)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:7
06:19:11.0 (1002166)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:18
06:19:11.0 (1015410)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:18
06:19:11.0 (2180802)|CODE_UNIT_STARTED|[EXTERNAL]|01p36000006RyOZ|InputLookupController.getCurrentValue
06:19:11.0 (2352079)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:12
06:19:11.0 (2364456)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:7
06:19:11.0 (2371894)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
06:19:11.0 (2389986)|METHOD_ENTRY|[1]|01p36000006RyOZ|InputLookupController.InputLookupController()
06:19:11.0 (2395707)|STATEMENT_EXECUTE|[1]
06:19:11.0 (2406563)|STATEMENT_EXECUTE|[1]
06:19:11.0 (2408645)|STATEMENT_EXECUTE|[41]
06:19:11.0 (2417498)|METHOD_EXIT|[1]|InputLookupController
06:19:11.0 (2424021)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:7
06:19:11.0 (2428600)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:18
06:19:11.0 (2443541)|SYSTEM_MODE_ENTER|false
06:19:11.0 (2465957)|VARIABLE_SCOPE_BEGIN|[7]|type|String|false|false
06:19:11.0 (2502300)|VARIABLE_ASSIGNMENT|[7]|type|"Contact"
06:19:11.0 (2514075)|VARIABLE_SCOPE_BEGIN|[7]|value|String|false|false
06:19:11.0 (2526545)|VARIABLE_ASSIGNMENT|[7]|value|"00336000003WhTDAA0"
06:19:11.0 (2539684)|STATEMENT_EXECUTE|[7]
06:19:11.0 (2671950)|HEAP_ALLOCATE|[50]|Bytes:5
06:19:11.0 (2713227)|HEAP_ALLOCATE|[56]|Bytes:5
06:19:11.0 (2732981)|HEAP_ALLOCATE|[64]|Bytes:7
06:19:11.0 (2761639)|STATEMENT_EXECUTE|[8]
06:19:11.0 (2765324)|STATEMENT_EXECUTE|[12]
06:19:11.0 (2789390)|VARIABLE_SCOPE_BEGIN|[12]|lookupId|Id|false|false
06:19:11.0 (2810175)|VARIABLE_ASSIGNMENT|[12]|lookupId|null
06:19:11.0 (2813356)|STATEMENT_EXECUTE|[13]
