36.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
06:19:53.0 (101570)|EXECUTION_STARTED
06:19:53.0 (139354)|CODE_UNIT_STARTED|[EXTERNAL]|aura
06:19:53.0 (619218)|HEAP_ALLOCATE|[72]|Bytes:3
06:19:53.0 (688559)|HEAP_ALLOCATE|[77]|Bytes:152
06:19:53.0 (713522)|HEAP_ALLOCATE|[342]|Bytes:408
06:19:53.0 (737328)|HEAP_ALLOCATE|[355]|Bytes:408
06:19:53.0 (759077)|HEAP_ALLOCATE|[467]|Bytes:48
06:19:53.0 (801150)|HEAP_ALLOCATE|[139]|Bytes:6
06:19:53.0 (833705)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:7
06:19:53.0 (852451)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:7
06:19:53.0 (977828)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:18
06:19:53.0 (989349)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:18
06:19:53.0 (2322052)|CODE_UNIT_STARTED|[EXTERNAL]|01p36000006RyOZ|InputLookupController.getCurrentValue
06:19:53.0 (2476029)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:12
06:19:53.0 (2487813)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:7
06:19:53.0 (2493794)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
06:19:53.0 (2509671)|METHOD_ENTRY|[1]|01p36000006RyOZ|InputLookupController.InputLookupController()
06:19:53.0 (2515265)|STATEMENT_EXECUTE|[1]
06:19:53.0 (2522874)|STATEMENT_EXECUTE|[1]
06:19:53.0 (2525096)|STATEMENT_EXECUTE|[41]
06:19:53.0 (2534155)|METHOD_EXIT|[1]|InputLookupController
06:19:53.0 (2540561)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:7
06:19:53.0 (2544883)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:18
06:19:53.0 (2559041)|SYSTEM_MODE_ENTER|false
06:19:53.0 (2584031)|VARIABLE_SCOPE_BEGIN|[7]|type|String|false|false
06:19:53.0 (2620924)|VARIABLE_ASSIGNMENT|[7]|type|"Contact"
06:19:53.0 (2634805)|VARIABLE_SCOPE_BEGIN|[7]|value|String|false|false
06:19:53.0 (2648897)|VARIABLE_ASSIGNMENT|[7]|value|"00336000003WhTDAA0"
06:19:53.0 (2661557)|STATEMENT_EXECUTE|[7]
06:19:53.0 (2782123)|HEAP_ALLOCATE|[50]|Bytes:5
06:19:53.0 (2817570)|HEAP_ALLOCATE|[56]|Bytes:5
06:19:53.0 (2832996)|HEAP_ALLOCATE|[64]|Bytes:7
06:19:53.0 (2855380)|STATEMENT_EXECUTE|[8]
06:19:53.0 (2858999)|STATEMENT_EXECUTE|[12]
06:19:53.0 (2884966)|VARIABLE_SCOPE_BEGIN|[12]|lookupId|Id|false|false
06:19:53.0 (2911450)|VARIABLE_ASSIGNMENT|[12]|lookupId|null
06:19:53.0 (2915309)|STATEMENT_EXECUTE|[13]
06:19:53.0 (2917464)|STATEMENT_EXECUTE|[13]
06:19:53.0 (2919349)|STATEMENT_EXECUTE|[14]
06:19:53.0 (2928326)|HEAP_ALLOCATE|[14]|Bytes:4
06:19:53.0 (3039599)|VARIABLE_ASSIGNMENT|[14]|lookupId|"00336000003WhTDAA0"
06:19:53.0 (3058827)|HEAP_ALLOCATE|[19]|Bytes:18
06:19:53.0 (3121442)|STATEMENT_EXECUTE|[19]
06:19:53.0 (3125150)|STATEMENT_EXECUTE|[23]
06:19:53.0 (16912669)|HEAP_ALLOCATE|[23]|Bytes:1528
06:19:53.0 (16974033)|VARIABLE_SCOPE_BEGIN|[23]|objType|Schema.SObjectType|true|false
06:19:53.0 (17050461)|VARIABLE_ASSIGNMENT|[23]|objType|"common.apex.runtime.impl.ApexSObjectTypeToken@16a7be0c"|0x16a7be0c
06:19:53.0 (17061343)|STATEMENT_EXECUTE|[24]
06:19:53.0 (17064361)|STATEMENT_EXECUTE|[28]
06:19:53.0 (17083617)|METHOD_ENTRY|[28]|01p36000006RyOZ|InputLookupController.getSobjectNameField(Schema.SObjectType)
06:19:53.0 (17116481)|VARIABLE_SCOPE_BEGIN|[49]|sobjType|Schema.SObjectType|true|false
06:19:53.0 (17183791)|VARIABLE_ASSIGNMENT|[49]|sobjType|"common.apex.runtime.impl.ApexSObjectTypeToken@16a7be0c"|0x16a7be0c
06:19:53.0 (17191751)|STATEMENT_EXECUTE|[49]
06:19:53.0 (17194427)|STATEMENT_EXECUTE|[52]
06:19:53.0 (17201016)|HEAP_ALLOCATE|[52]|Bytes:4
06:19:53.0 (17217234)|VARIABLE_SCOPE_BEGIN|[52]|nameField|String|false|false
06:19:53.0 (17235098)|VARIABLE_ASSIGNMENT|[52]|nameField|"Name"
06:19:53.0 (17238219)|STATEMENT_EXECUTE|[53]
06:19:53.0 (17595602)|HEAP_ALLOCATE|[53]|Bytes:4
06:19:53.0 (17645670)|VARIABLE_SCOPE_BEGIN|[53]|dfrLkp|Schema.DescribeSObjectResult|true|false
06:19:53.0 (17733092)|VARIABLE_ASSIGNMENT|[53]|dfrLkp|"common.api.soap.wsdl.DescribeSObjectResult@186823e1"|0x37f68abd
06:19:53.0 (18376714)|HEAP_ALLOCATE|[54]|Bytes:260
06:19:53.0 (18502030)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:260
06:19:53.0 (18530510)|HEAP_ALLOCATE|[54]|Bytes:260
06:19:53.0 (18656023)|HEAP_ALLOCATE|[54]|Bytes:5
06:19:53.0 (18697626)|VARIABLE_SCOPE_BEGIN|[54]|sotype|Schema.SObjectField|true|false
06:19:53.0 (18773324)|VARIABLE_ASSIGNMENT|[54]|sotype|"common.apex.runtime.impl.ApexFieldToken@770f44b5"|0x770f44b5
06:19:53.0 (18780086)|STATEMENT_EXECUTE|[54]
06:19:53.0 (18782669)|STATEMENT_EXECUTE|[55]
06:19:53.0 (19089438)|HEAP_ALLOCATE|[55]|Bytes:8
06:19:53.0 (19134972)|VARIABLE_SCOPE_BEGIN|[55]|fieldDescObj|Schema.DescribeFieldResult|true|false
06:19:53.0 (19215494)|VARIABLE_ASSIGNMENT|[55]|fieldDescObj|"common.api.soap.wsdl.Field@137b02fd"|0x141800d7
06:19:53.0 (19239687)|STATEMENT_EXECUTE|[56]
06:19:53.0 (19260023)|HEAP_ALLOCATE|[54]|Bytes:5
06:19:53.0 (19290077)|VARIABLE_SCOPE_BEGIN|[54]|sotype|Schema.SObjectField|true|false
06:19:53.0 (19358894)|VARIABLE_ASSIGNMENT|[54]|sotype|"common.apex.runtime.impl.ApexFieldToken@1806967"|0x1806967
06:19:53.0 (19365366)|STATEMENT_EXECUTE|[54]
06:19:53.0 (19367758)|STATEMENT_EXECUTE|[55]
06:19:53.0 (19503142)|HEAP_ALLOCATE|[55]|Bytes:8
06:19:53.0 (19525005)|VARIABLE_SCOPE_BEGIN|[55]|fieldDescObj|Schema.DescribeFieldResult|true|false
06:19:53.0 (19608510)|VARIABLE_ASSIGNMENT|[55]|fieldDescObj|"common.api.soap.wsdl.Field@80e0830a"|0x5f024cec
06:19:53.0 (19621531)|STATEMENT_EXECUTE|[56]
06:19:53.0 (19640767)|HEAP_ALLOCATE|[54]|Bytes:5
06:19:53.0 (19669751)|VARIABLE_SCOPE_BEGIN|[54]|sotype|Schema.SObjectField|true|false
06:19:53.0 (19734225)|VARIABLE_ASSIGNMENT|[54]|sotype|"common.apex.runtime.impl.ApexFieldToken@45fb8ce1"|0x45fb8ce1
06:19:53.0 (19740378)|STATEMENT_EXECUTE|[54]
06:19:53.0 (19742673)|STATEMENT_EXECUTE|[55]
06:19:53.0 (19888203)|HEAP_ALLOCATE|[55]|Bytes:8
