34.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
14:36:43.0 (358430)|EXECUTION_STARTED
14:36:43.0 (393039)|CODE_UNIT_STARTED|[EXTERNAL]|0664E0000000AOi|VF: /apex/ReportPLIS
14:36:43.0 (3489225)|CODE_UNIT_STARTED|[EXTERNAL]|01p4E0000008wR2|ReportPLIS_Controller <init>
14:36:43.0 (3509217)|SYSTEM_MODE_ENTER|true
14:36:43.0 (3955911)|HEAP_ALLOCATE|[72]|Bytes:3
14:36:43.0 (4023449)|HEAP_ALLOCATE|[77]|Bytes:152
14:36:43.0 (4048559)|HEAP_ALLOCATE|[342]|Bytes:408
14:36:43.0 (4070526)|HEAP_ALLOCATE|[355]|Bytes:408
14:36:43.0 (4090954)|HEAP_ALLOCATE|[467]|Bytes:48
14:36:43.0 (4138204)|HEAP_ALLOCATE|[139]|Bytes:6
14:36:43.0 (4168491)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:37
14:36:43.0 (4174233)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:120
14:36:43.0 (4177576)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:17
14:36:43.0 (4195421)|METHOD_ENTRY|[1]|01p4E0000008wR2|ReportPLIS_Controller.ReportPLIS_Controller()
14:36:43.0 (4201015)|STATEMENT_EXECUTE|[1]
14:36:43.0 (4209025)|STATEMENT_EXECUTE|[1]
14:36:43.0 (4210463)|STATEMENT_EXECUTE|[97]
14:36:43.0 (4211830)|STATEMENT_EXECUTE|[209]
14:36:43.0 (4213273)|STATEMENT_EXECUTE|[227]
14:36:43.0 (4221059)|METHOD_EXIT|[1]|ReportPLIS_Controller
14:36:43.0 (4518233)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:20
14:36:43.0 (4531237)|VARIABLE_SCOPE_BEGIN|[11]|this|ReportPLIS_Controller|true|false
14:36:43.0 (4623985)|VARIABLE_ASSIGNMENT|[11]|this|{}|0x199ee8b5
14:36:43.0 (4632895)|STATEMENT_EXECUTE|[1]
14:36:43.0 (4634693)|STATEMENT_EXECUTE|[3]
14:36:43.0 (4636440)|STATEMENT_EXECUTE|[4]
14:36:43.0 (4637909)|STATEMENT_EXECUTE|[5]
14:36:43.0 (4639082)|STATEMENT_EXECUTE|[6]
14:36:43.0 (4647836)|HEAP_ALLOCATE|[6]|Bytes:4
14:36:43.0 (4697198)|HEAP_ALLOCATE|[6]|Bytes:1
14:36:43.0 (4710241)|HEAP_ALLOCATE|[6]|Bytes:1
14:36:43.0 (4715306)|HEAP_ALLOCATE|[6]|Bytes:1
14:36:43.0 (4719760)|HEAP_ALLOCATE|[6]|Bytes:1
14:36:43.0 (4724340)|HEAP_ALLOCATE|[6]|Bytes:1
14:36:43.0 (4728819)|HEAP_ALLOCATE|[6]|Bytes:1
14:36:43.0 (4733289)|HEAP_ALLOCATE|[6]|Bytes:1
14:36:43.0 (4737451)|HEAP_ALLOCATE|[6]|Bytes:1
14:36:43.0 (4741540)|HEAP_ALLOCATE|[6]|Bytes:1
14:36:43.0 (4745785)|HEAP_ALLOCATE|[6]|Bytes:2
14:36:43.0 (4750001)|HEAP_ALLOCATE|[6]|Bytes:2
14:36:43.0 (4754364)|HEAP_ALLOCATE|[6]|Bytes:2
14:36:43.0 (4802035)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:52
14:36:43.0 (4835224)|VARIABLE_ASSIGNMENT|[6]|this.month|{"s":1,"v":"List of size 12 too large to display"}|0x199ee8b5
14:36:43.0 (4846771)|HEAP_ALLOCATE|[6]|Bytes:6
14:36:43.0 (4896047)|STATEMENT_EXECUTE|[11]
14:36:43.0 (4917688)|CODE_UNIT_FINISHED|ReportPLIS_Controller <init>
