34.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
14:06:17.0 (516469)|EXECUTION_STARTED
14:06:17.0 (569121)|CODE_UNIT_STARTED|[EXTERNAL]|0664E0000000AOi|VF: /apex/ReportPLIS
14:06:17.0 (5096068)|CODE_UNIT_STARTED|[EXTERNAL]|01p4E0000008wR2|ReportPLIS_Controller <init>
14:06:17.0 (5119666)|SYSTEM_MODE_ENTER|true
14:06:17.0 (5680014)|HEAP_ALLOCATE|[72]|Bytes:3
14:06:17.0 (5744430)|HEAP_ALLOCATE|[77]|Bytes:152
14:06:17.0 (5767234)|HEAP_ALLOCATE|[342]|Bytes:408
14:06:17.0 (5790496)|HEAP_ALLOCATE|[355]|Bytes:408
14:06:17.0 (5812878)|HEAP_ALLOCATE|[467]|Bytes:48
14:06:17.0 (5862996)|HEAP_ALLOCATE|[139]|Bytes:6
14:06:17.0 (5899855)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:37
14:06:17.0 (5911835)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:140
14:06:17.0 (5919777)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:19
14:06:17.0 (5945837)|METHOD_ENTRY|[1]|01p4E0000008wR2|ReportPLIS_Controller.ReportPLIS_Controller()
14:06:17.0 (5958982)|STATEMENT_EXECUTE|[1]
14:06:17.0 (5970824)|STATEMENT_EXECUTE|[1]
14:06:17.0 (6030229)|HEAP_ALLOCATE|[50]|Bytes:5
14:06:17.0 (6078716)|HEAP_ALLOCATE|[56]|Bytes:5
14:06:17.0 (6107190)|HEAP_ALLOCATE|[64]|Bytes:7
14:06:17.0 (6155294)|SYSTEM_MODE_ENTER|false
14:06:17.0 (6183546)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
14:06:17.0 (6196776)|STATEMENT_EXECUTE|[97]
14:06:17.0 (6200103)|STATEMENT_EXECUTE|[209]
14:06:17.0 (6202410)|STATEMENT_EXECUTE|[227]
14:06:17.0 (6213559)|SYSTEM_MODE_EXIT|false
14:06:17.0 (6235162)|METHOD_EXIT|[1]|ReportPLIS_Controller
14:06:17.0 (6681259)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:24
14:06:17.0 (6700932)|VARIABLE_SCOPE_BEGIN|[11]|this|ReportPLIS_Controller|true|false
14:06:17.0 (6832506)|VARIABLE_ASSIGNMENT|[11]|this|{}|0x3eab7905
14:06:17.0 (6854003)|SYSTEM_MODE_ENTER|false
14:06:17.0 (6863117)|HEAP_ALLOCATE|[6]|Bytes:5
14:06:17.0 (6869097)|STATEMENT_EXECUTE|[1]
14:06:17.0 (6881307)|HEAP_ALLOCATE|[6]|Bytes:5
14:06:17.0 (6886342)|STATEMENT_EXECUTE|[3]
14:06:17.0 (6889404)|STATEMENT_EXECUTE|[4]
14:06:17.0 (6891512)|STATEMENT_EXECUTE|[5]
14:06:17.0 (6893507)|STATEMENT_EXECUTE|[6]
14:06:17.0 (6903361)|HEAP_ALLOCATE|[6]|Bytes:4
14:06:17.0 (7000846)|HEAP_ALLOCATE|[6]|Bytes:1
14:06:17.0 (7023311)|HEAP_ALLOCATE|[6]|Bytes:1
14:06:17.0 (7034576)|HEAP_ALLOCATE|[6]|Bytes:1
14:06:17.0 (7045162)|HEAP_ALLOCATE|[6]|Bytes:1
14:06:17.0 (7054625)|HEAP_ALLOCATE|[6]|Bytes:1
14:06:17.0 (7064452)|HEAP_ALLOCATE|[6]|Bytes:1
14:06:17.0 (7073812)|HEAP_ALLOCATE|[6]|Bytes:1
14:06:17.0 (7089586)|HEAP_ALLOCATE|[6]|Bytes:1
14:06:17.0 (7100666)|HEAP_ALLOCATE|[6]|Bytes:1
14:06:17.0 (7110955)|HEAP_ALLOCATE|[6]|Bytes:2
14:06:17.0 (7126155)|HEAP_ALLOCATE|[6]|Bytes:2
14:06:17.0 (7137681)|HEAP_ALLOCATE|[6]|Bytes:2
14:06:17.0 (7196928)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:52
14:06:17.0 (7243519)|VARIABLE_ASSIGNMENT|[6]|this.month|{"s":1,"v":"List of size 12 too large to display"}|0x3eab7905
14:06:17.0 (7251523)|STATEMENT_EXECUTE|[7]
14:06:17.0 (7270364)|HEAP_ALLOCATE|[6]|Bytes:6
14:06:17.0 (7317394)|STATEMENT_EXECUTE|[11]
14:06:17.0 (7329119)|SYSTEM_MODE_EXIT|false
14:06:17.0 (7356920)|CODE_UNIT_FINISHED|ReportPLIS_Controller <init>
14:06:17.0 (7415251)|CODE_UNIT_STARTED|[EXTERNAL]|01p4E0000008wR2|ReportPLIS_Controller get(Phase)
14:06:17.0 (7429024)|SYSTEM_MODE_ENTER|true
14:06:17.0 (7457135)|CODE_UNIT_STARTED|[EXTERNAL]|01p4E0000008wR2|Phase
14:06:17.0 (7475481)|CODE_UNIT_FINISHED|Phase
14:06:17.0 (7497997)|CODE_UNIT_FINISHED|ReportPLIS_Controller get(Phase)
14:06:17.0 (7797326)|CODE_UNIT_STARTED|[EXTERNAL]|01p4E0000008wR2|ReportPLIS_Controller get(rowWrappers)
14:06:17.0 (7816459)|SYSTEM_MODE_ENTER|true
14:06:17.0 (7852751)|CODE_UNIT_STARTED|[EXTERNAL]|01p4E0000008wR2|ReportPLIS_Controller invoke(getrowWrappers)
14:06:17.0 (7928520)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:24
14:06:17.0 (7945165)|VARIABLE_SCOPE_BEGIN|[57]|this|ReportPLIS_Controller|true|false
14:06:17.0 (7975899)|VARIABLE_ASSIGNMENT|[57]|this|{"month":"0x1581536"}|0x3eab7905
14:06:17.0 (7999396)|SYSTEM_MODE_ENTER|false
14:06:17.0 (8005196)|HEAP_ALLOCATE|[59]|Bytes:5
14:06:17.0 (8011258)|STATEMENT_EXECUTE|[58]
14:06:17.0 (8013777)|STATEMENT_EXECUTE|[59]
14:06:17.0 (8022230)|VARIABLE_SCOPE_BEGIN|[59]|year|Integer|false|false
14:06:17.0 (8026383)|HEAP_ALLOCATE|[59]|Bytes:4
14:06:17.0 (8032844)|VARIABLE_ASSIGNMENT|[59]|year|2016
14:06:17.0 (8106703)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"month":"0x1581536"}|0x3eab7905
14:06:17.0 (8127312)|STATEMENT_EXECUTE|[61]
14:06:17.0 (8131186)|STATEMENT_EXECUTE|[62]
14:06:17.0 (8138552)|HEAP_ALLOCATE|[62]|Bytes:4
14:06:17.0 (8338951)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"month":"0x1581536"}|0x3eab7905
14:06:17.0 (8370668)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
14:06:17.0 (8384475)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|{"s":1,"v":[]}|0x72a312a1
14:06:17.0 (8400590)|VARIABLE_ASSIGNMENT|[4]|this.rows|{"s":1,"v":[]}|0x3eab7905
14:06:17.0 (8411841)|STATEMENT_EXECUTE|[65]
14:06:17.0 (8416870)|VARIABLE_SCOPE_BEGIN|[65]|idx|Integer|false|false
14:06:17.0 (8420581)|HEAP_ALLOCATE|[65]|Bytes:4
14:06:17.0 (8426180)|VARIABLE_ASSIGNMENT|[65]|idx|0
14:06:17.0 (8433608)|STATEMENT_EXECUTE|[66]
14:06:17.0 (8435145)|STATEMENT_EXECUTE|[67]
14:06:17.0 (8485523)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"month":"0x1581536","rows":"0x72a312a1"}|0x3eab7905
14:06:17.0 (8507295)|HEAP_ALLOCATE|[67]|Bytes:88
14:06:17.0 (8513140)|HEAP_ALLOCATE|[67]|Bytes:11
14:06:17.0 (8535424)|HEAP_ALLOCATE|[67]|Bytes:8
14:06:17.0 (8564183)|CONSTRUCTOR_ENTRY|[67]|01p4E0000008wR2|<init>()
14:06:17.0 (8589776)|VARIABLE_SCOPE_BEGIN|[215]|this|ReportPLIS_Controller.RowWrapper|true|false
14:06:17.0 (8609921)|VARIABLE_ASSIGNMENT|[215]|this|{}|0x64bcb02d
14:06:17.0 (8615291)|STATEMENT_EXECUTE|[209]
14:06:17.0 (8616947)|STATEMENT_EXECUTE|[212]
14:06:17.0 (8631394)|STATEMENT_EXECUTE|[216]
14:06:17.0 (8633223)|STATEMENT_EXECUTE|[217]
14:06:17.0 (8638105)|HEAP_ALLOCATE|[217]|Bytes:4
14:06:17.0 (8789833)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{}|0x64bcb02d
14:06:17.0 (8821151)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
14:06:17.0 (8834143)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|{"s":1,"v":[]}|0x2b823a6b
14:06:17.0 (8852595)|VARIABLE_ASSIGNMENT|[212]|this.values|{"s":1,"v":[]}|0x64bcb02d
14:06:17.0 (8868589)|CONSTRUCTOR_EXIT|[67]|01p4E0000008wR2|<init>()
14:06:17.0 (8893802)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
14:06:17.0 (8904079)|HEAP_ALLOCATE|[65]|Bytes:4
14:06:17.0 (8911934)|VARIABLE_ASSIGNMENT|[65]|idx|1
14:06:17.0 (8917059)|STATEMENT_EXECUTE|[66]
14:06:17.0 (8918469)|STATEMENT_EXECUTE|[67]
14:06:17.0 (8950016)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"month":"0x1581536","rows":"0x72a312a1"}|0x3eab7905
14:06:17.0 (8965479)|HEAP_ALLOCATE|[67]|Bytes:8
14:06:17.0 (8976642)|CONSTRUCTOR_ENTRY|[67]|01p4E0000008wR2|<init>()
14:06:17.0 (8982622)|VARIABLE_SCOPE_BEGIN|[215]|this|ReportPLIS_Controller.RowWrapper|true|false
14:06:17.0 (8996847)|VARIABLE_ASSIGNMENT|[215]|this|{}|0x44399bae
14:06:17.0 (9000593)|STATEMENT_EXECUTE|[209]
14:06:17.0 (9002883)|STATEMENT_EXECUTE|[212]
14:06:17.0 (9014246)|STATEMENT_EXECUTE|[216]
14:06:17.0 (9015817)|STATEMENT_EXECUTE|[217]
14:06:17.0 (9019588)|HEAP_ALLOCATE|[217]|Bytes:4
14:06:17.0 (9049373)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{}|0x44399bae
14:06:17.0 (9060169)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
14:06:17.0 (9071239)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|{"s":1,"v":[]}|0x2141de48
14:06:17.0 (9083384)|VARIABLE_ASSIGNMENT|[212]|this.values|{"s":1,"v":[]}|0x44399bae
14:06:17.0 (9103669)|CONSTRUCTOR_EXIT|[67]|01p4E0000008wR2|<init>()
14:06:17.0 (9116955)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
14:06:17.0 (9123524)|HEAP_ALLOCATE|[65]|Bytes:4
14:06:17.0 (9130089)|VARIABLE_ASSIGNMENT|[65]|idx|2
14:06:17.0 (9134329)|STATEMENT_EXECUTE|[66]
14:06:17.0 (9135639)|STATEMENT_EXECUTE|[67]
14:06:17.0 (9161416)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"month":"0x1581536","rows":"0x72a312a1"}|0x3eab7905
14:06:17.0 (9172645)|HEAP_ALLOCATE|[67]|Bytes:8
14:06:17.0 (9182898)|CONSTRUCTOR_ENTRY|[67]|01p4E0000008wR2|<init>()
14:06:17.0 (9188148)|VARIABLE_SCOPE_BEGIN|[215]|this|ReportPLIS_Controller.RowWrapper|true|false
14:06:17.0 (9201246)|VARIABLE_ASSIGNMENT|[215]|this|{}|0x1b2af969
14:06:17.0 (9205020)|STATEMENT_EXECUTE|[209]
14:06:17.0 (9206251)|STATEMENT_EXECUTE|[212]
14:06:17.0 (9216845)|STATEMENT_EXECUTE|[216]
14:06:17.0 (9218404)|STATEMENT_EXECUTE|[217]
14:06:17.0 (9221968)|HEAP_ALLOCATE|[217]|Bytes:4
14:06:17.0 (9250800)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{}|0x1b2af969
14:06:17.0 (9261242)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
14:06:17.0 (9272158)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|{"s":1,"v":[]}|0x479fa948
14:06:17.0 (9283447)|VARIABLE_ASSIGNMENT|[212]|this.values|{"s":1,"v":[]}|0x1b2af969
14:06:17.0 (9297434)|CONSTRUCTOR_EXIT|[67]|01p4E0000008wR2|<init>()
14:06:17.0 (9309696)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
14:06:17.0 (9316405)|HEAP_ALLOCATE|[65]|Bytes:4
14:06:17.0 (9322338)|VARIABLE_ASSIGNMENT|[65]|idx|3
14:06:17.0 (9326458)|STATEMENT_EXECUTE|[66]
14:06:17.0 (9327751)|STATEMENT_EXECUTE|[67]
14:06:17.0 (9352198)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"month":"0x1581536","rows":"0x72a312a1"}|0x3eab7905
14:06:17.0 (9363152)|HEAP_ALLOCATE|[67]|Bytes:8
14:06:17.0 (9372927)|CONSTRUCTOR_ENTRY|[67]|01p4E0000008wR2|<init>()
14:06:17.0 (9378100)|VARIABLE_SCOPE_BEGIN|[215]|this|ReportPLIS_Controller.RowWrapper|true|false
14:06:17.0 (9391092)|VARIABLE_ASSIGNMENT|[215]|this|{}|0x4ff3befe
14:06:17.0 (9394726)|STATEMENT_EXECUTE|[209]
14:06:17.0 (9395977)|STATEMENT_EXECUTE|[212]
14:06:17.0 (9412394)|STATEMENT_EXECUTE|[216]
14:06:17.0 (9414264)|STATEMENT_EXECUTE|[217]
14:06:17.0 (9417932)|HEAP_ALLOCATE|[217]|Bytes:4
14:06:17.0 (9452391)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{}|0x4ff3befe
14:06:17.0 (9466716)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
14:06:17.0 (9478076)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|{"s":1,"v":[]}|0x60ef9ad6
14:06:17.0 (9493227)|VARIABLE_ASSIGNMENT|[212]|this.values|{"s":1,"v":[]}|0x4ff3befe
14:06:17.0 (9508159)|CONSTRUCTOR_EXIT|[67]|01p4E0000008wR2|<init>()
14:06:17.0 (9520470)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
14:06:17.0 (9532223)|HEAP_ALLOCATE|[65]|Bytes:4
14:06:17.0 (9538872)|VARIABLE_ASSIGNMENT|[65]|idx|4
14:06:17.0 (9543326)|STATEMENT_EXECUTE|[66]
14:06:17.0 (9545687)|STATEMENT_EXECUTE|[67]
14:06:17.0 (9574268)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"month":"0x1581536","rows":"0x72a312a1"}|0x3eab7905
14:06:17.0 (9591479)|HEAP_ALLOCATE|[67]|Bytes:8
14:06:17.0 (9603639)|CONSTRUCTOR_ENTRY|[67]|01p4E0000008wR2|<init>()
14:06:17.0 (9610211)|VARIABLE_SCOPE_BEGIN|[215]|this|ReportPLIS_Controller.RowWrapper|true|false
14:06:17.0 (9626058)|VARIABLE_ASSIGNMENT|[215]|this|{}|0x2cc2d613
14:06:17.0 (9630638)|STATEMENT_EXECUTE|[209]
14:06:17.0 (9631904)|STATEMENT_EXECUTE|[212]
14:06:17.0 (9646882)|STATEMENT_EXECUTE|[216]
14:06:17.0 (9648597)|STATEMENT_EXECUTE|[217]
14:06:17.0 (9652506)|HEAP_ALLOCATE|[217]|Bytes:4
14:06:17.0 (9687164)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{}|0x2cc2d613
14:06:17.0 (9701346)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
14:06:17.0 (9712970)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|{"s":1,"v":[]}|0x162def2a
14:06:17.0 (9728291)|VARIABLE_ASSIGNMENT|[212]|this.values|{"s":1,"v":[]}|0x2cc2d613
14:06:17.0 (9742791)|CONSTRUCTOR_EXIT|[67]|01p4E0000008wR2|<init>()
14:06:17.0 (9759246)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
14:06:17.0 (9766116)|HEAP_ALLOCATE|[65]|Bytes:4
14:06:17.0 (9772301)|VARIABLE_ASSIGNMENT|[65]|idx|5
14:06:17.0 (9777054)|STATEMENT_EXECUTE|[66]
14:06:17.0 (9779341)|STATEMENT_EXECUTE|[67]
14:06:17.0 (9807425)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"month":"0x1581536","rows":"0x72a312a1"}|0x3eab7905
14:06:17.0 (9823086)|HEAP_ALLOCATE|[67]|Bytes:8
14:06:17.0 (9834632)|CONSTRUCTOR_ENTRY|[67]|01p4E0000008wR2|<init>()
14:06:17.0 (9841778)|VARIABLE_SCOPE_BEGIN|[215]|this|ReportPLIS_Controller.RowWrapper|true|false
14:06:17.0 (9856094)|VARIABLE_ASSIGNMENT|[215]|this|{}|0x44fba75f
14:06:17.0 (9859796)|STATEMENT_EXECUTE|[209]
14:06:17.0 (9861011)|STATEMENT_EXECUTE|[212]
14:06:17.0 (9871274)|STATEMENT_EXECUTE|[216]
14:06:17.0 (9872828)|STATEMENT_EXECUTE|[217]
14:06:17.0 (9876444)|HEAP_ALLOCATE|[217]|Bytes:4
14:06:17.0 (9904681)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{}|0x44fba75f
